norad_id,jcat,object_name,bus,generation,label_source,label_confidence,launch_mass_kg,dry_mass_kg,span_m,area_to_mass_proxy,launch_date,decay_date
44235,S44235,Starlink 31,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-01
44236,S44236,Starlink 22,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-08-09
44237,S44237,Starlink 23,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-02
44238,S44238,Starlink 24,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2022-10-24
44239,S44239,Starlink 25,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-01
44240,S44240,Starlink 26,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2021-04-10
44241,S44241,Starlink 27,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-26
44242,S44242,Starlink 28,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-08-21
44243,S44243,Starlink 29,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-13
44244,S44244,Starlink 30,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-13
44245,S44245,Starlink 21,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-22
44246,S44246,Starlink 46,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-02-20
44247,S44247,Starlink 33,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-08-29
44248,S44248,Starlink 34,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-02
44249,S44249,Starlink 61,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2022-07-29
44250,S44250,Starlink 36,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-15
44251,S44251,Starlink 37,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-16
44252,S44252,Starlink 71,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2022-10-23
44253,S44253,Starlink 39,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-18
44254,S44254,Starlink 32,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-12
44255,S44255,Starlink 66,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-08-21
44256,S44256,Starlink 42,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-16
44257,S44257,Starlink 43,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2022-01-26
44258,S44258,Starlink 40,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-05
44259,S44259,Starlink 52,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-13
44260,S44260,Starlink 45,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-04
44261,S44261,Starlink 44,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-05
44262,S44262,Starlink 49,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-29
44263,S44263,Starlink 72,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-15
44264,S44264,Starlink 35,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-16
44265,S44265,Starlink 63,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-13
44266,S44266,Starlink 54,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-14
44267,S44267,Starlink 69,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-16
44268,S44268,Starlink 55,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2021-03-09
44269,S44269,Starlink 57,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-17
44270,S44270,Starlink 58,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-08-23
44271,S44271,Starlink 59,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-15
44272,S44272,Starlink 51,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-02
44273,S44273,Starlink 60,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-12-26
44274,S44274,Starlink 62,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-08-29
44275,S44275,Starlink 64,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2021-05-21
44276,S44276,Starlink 65,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-21
44277,S44277,Starlink 41,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-08-09
44278,S44278,Starlink 67,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-05-27
44279,S44279,Starlink 68,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2021-06-26
44280,S44280,Starlink 38,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-06
44281,S44281,Starlink 70,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2021-10-03
44282,S44282,Starlink 80,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2022-05-04
44283,S44283,Starlink 56,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-10
44284,S44284,Starlink 73,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-27
44285,S44285,Starlink 50,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-17
44286,S44286,Starlink 75,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2021-03-28
44287,S44287,Starlink 76,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2021-09-26
44288,S44288,Starlink 79,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-03
44289,S44289,Starlink 48,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2021-04-18
44290,S44290,Starlink 78,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-16
44291,S44291,Starlink 77,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-02
44292,S44292,Starlink 81,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-10-04
44293,S44293,Starlink 74,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-29
44294,S44294,Starlink 53,Starlink,v0.9,inferred_mass,medium,227.0,219.0,9.0,0.36986,2019-05-24,2020-09-26
44713,S44713,Starlink 1007,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2024-10-02
44714,S44714,Starlink 1008,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44715,S44715,Starlink 1009,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-02-21
44716,S44716,Starlink 1010,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-11-15
44717,S44717,Starlink 1011,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-12-06
44718,S44718,Starlink 1012,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44719,S44719,Starlink 1013,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-09-01
44720,S44720,Starlink 1014,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-07-15
44721,S44721,Starlink 1015,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-10-04
44722,S44722,Starlink 1016,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2023-02-09
44723,S44723,Starlink 1017,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44724,S44724,Starlink 1019,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2026-05-14
44725,S44725,Starlink 1020,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44726,S44726,Starlink 1021,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-10-11
44727,S44727,Starlink 1022,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2023-07-29
44728,S44728,Starlink 1023,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2021-12-20
44729,S44729,Starlink 1024,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2024-03-28
44730,S44730,Starlink 1025,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2021-08-18
44731,S44731,Starlink 1026,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2023-09-22
44732,S44732,Starlink 1027,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-04-27
44733,S44733,Starlink 1028,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-02-14
44734,S44734,Starlink 1029,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-10-18
44735,S44735,Starlink 1030,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-09-19
44736,S44736,Starlink 1031,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2026-04-09
44737,S44737,Starlink 1032,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-03-26
44738,S44738,Starlink 1033,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2023-10-08
44739,S44739,Starlink 1034,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2023-09-11
44740,S44740,Starlink 1035,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-04-12
44741,S44741,Starlink 1036,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44742,S44742,Starlink 1037,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2023-05-12
44743,S44743,Starlink 1038,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-02-08
44744,S44744,Starlink 1039,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44745,S44745,Starlink 1040,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2020-09-02
44746,S44746,Starlink 1041,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2024-09-07
44747,S44747,Starlink 1042,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44748,S44748,Starlink 1043,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44749,S44749,Starlink 1044,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2021-10-15
44750,S44750,Starlink 1045,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2021-04-23
44751,S44751,Starlink 1046,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44752,S44752,Starlink 1047,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44753,S44753,Starlink 1048,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44754,S44754,Starlink 1049,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2023-10-27
44755,S44755,Starlink 1050,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2022-03-27
44756,S44756,Starlink 1051,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2021-12-20
44757,S44757,Starlink 1052,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-03-16
44758,S44758,Starlink 1053,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2026-04-01
44759,S44759,Starlink 1054,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-11-20
44760,S44760,Starlink 1055,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-01-12
44761,S44761,Starlink 1056,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-11-08
44762,S44762,Starlink 1057,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-10-04
44763,S44763,Starlink 1058,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-04-04
44764,S44764,Starlink 1059,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2024-12-08
44765,S44765,Starlink 1060,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2026-02-12
44766,S44766,Starlink 1061,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-02-07
44767,S44767,Starlink 1062,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2025-03-29
44768,S44768,Starlink 1063,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44769,S44769,Starlink 1064,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2022-02-11
44770,S44770,Starlink 1065,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,2023-04-20
44771,S44771,Starlink 1067,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44772,S44772,Starlink 1068,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2019-11-11,
44914,S44914,Starlink 1073,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-04-22
44915,S44915,Starlink 1084,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-02-14
44916,S44916,Starlink 1097,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2021-12-13
44917,S44917,Starlink 1098,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-09-14
44918,S44918,Starlink 1099,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-08-16
44919,S44919,Starlink 1101,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2021-11-23
44920,S44920,Starlink 1102,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-03-17
44921,S44921,Starlink 1103,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-04-29
44922,S44922,Starlink 1104,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-09-12
44923,S44923,Starlink 1106,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-05-04
44924,S44924,Starlink 1111,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-07-27
44925,S44925,Starlink 1112,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2026-03-13
44926,S44926,Starlink 1113,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-09-21
44927,S44927,Starlink 1114,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,
44928,S44928,Starlink 1119,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-05-15
44929,S44929,Starlink 1121,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-03-07
44930,S44930,Starlink 1123,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,
44931,S44931,Starlink 1128,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-08-09
44932,S44932,Starlink 1130,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-07-20
44933,S44933,Starlink 1144,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2026-02-14
44934,S44934,Starlink 1071,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-09-16
44935,S44935,Starlink 1072,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2021-11-23
44936,S44936,Starlink 1078,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2021-10-17
44937,S44937,Starlink 1079,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-08-11
44938,S44938,Starlink 1082,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-08-21
44939,S44939,Starlink 1083,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-08-27
44940,S44940,Starlink 1091,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-11-09
44941,S44941,Starlink 1094,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,
44942,S44942,Starlink 1096,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-11-28
44943,S44943,Starlink 1100,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-08-16
44944,S44944,Starlink 1108,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-10-16
44945,S44945,Starlink 1109,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-05-29
44946,S44946,Starlink 1110,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-04-10
44947,S44947,Starlink 1116,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2023-06-08
44948,S44948,Starlink 1118,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2020-04-02
44949,S44949,Starlink 1122,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,
44950,S44950,Starlink 1125,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2023-07-09
44951,S44951,Starlink 1126,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-05-15
44952,S44952,Starlink 1117,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-06-01
44953,S44953,Starlink 1124,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2023-12-30
44954,S44954,Starlink 1066,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-09-23
44955,S44955,Starlink 1069,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2023-12-15
44956,S44956,Starlink 1070,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2023-12-22
44957,S44957,Starlink 1074,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2023-09-29
44958,S44958,Starlink 1075,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2021-07-29
44959,S44959,Starlink 1076,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-03-22
44960,S44960,Starlink 1077,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2020-11-09
44961,S44961,Starlink 1080,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,
44962,S44962,Starlink 1081,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2021-09-30
44963,S44963,Starlink 1085,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2023-04-04
44964,S44964,Starlink 1086,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-02-02
44965,S44965,Starlink 1087,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2020-05-29
44966,S44966,Starlink 1088,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-04-21
44967,S44967,Starlink 1089,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2024-10-12
44968,S44968,Starlink 1090,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,
44969,S44969,Starlink 1092,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-07-19
44970,S44970,Starlink 1093,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-08-11
44971,S44971,Starlink 1095,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2021-09-20
44972,S44972,Starlink 1107,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-12-13
44973,S44973,Starlink 1115,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-07,2025-09-11
45044,S45044,Starlink 1132,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45045,S45045,Starlink 1120,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2024-06-24
45046,S45046,Starlink 1129,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2023-04-27
45047,S45047,Starlink 1131,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45048,S45048,Starlink 1134,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45049,S45049,Starlink 1135,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2024-12-15
45050,S45050,Starlink 1140,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2024-08-14
45051,S45051,Starlink 1141,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2023-05-30
45052,S45052,Starlink 1148,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2025-07-28
45053,S45053,Starlink 1155,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2024-09-12
45054,S45054,Starlink 1156,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45055,S45055,Starlink 1157,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2020-10-22
45056,S45056,Starlink 1158,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2020-12-05
45057,S45057,Starlink 1159,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2026-05-07
45058,S45058,Starlink 1162,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2025-04-27
45059,S45059,Starlink 1165,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2024-08-09
45060,S45060,Starlink 1166,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45061,S45061,Starlink 1169,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45062,S45062,Starlink 1171,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45063,S45063,Starlink 1178,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2021-10-31
45064,S45064,Starlink 1133,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45065,S45065,Starlink 1139,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2024-12-04
45066,S45066,Starlink 1145,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2025-01-29
45067,S45067,Starlink 1150,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2025-10-06
45068,S45068,Starlink 1161,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2025-07-17
45069,S45069,Starlink 1163,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2021-08-19
45070,S45070,Starlink 1164,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2021-07-30
45071,S45071,Starlink 1167,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45072,S45072,Starlink 1168,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45073,S45073,Starlink 1170,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2025-06-16
45074,S45074,Starlink 1172,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,
45075,S45075,Starlink 1174,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2025-05-13
45076,S45076,Starlink 1180,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2024-08-16
45077,S45077,Starlink 1182,Starlink,v1.0,inferred_mass,medium,260.0,248.0,9.0,0.32661,2020-01-29,2022-04-08
