norad_id,jcat,object_name,bus,generation,label_source,label_confidence,launch_mass_kg,dry_mass_kg,span_m,area_to_mass_proxy,launch_date,decay_date
50169,S50169,Starlink 3301,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50170,S50170,Starlink 3245,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50171,S50171,Starlink 3286,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50172,S50172,Starlink 3287,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50173,S50173,Starlink 3289,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50174,S50174,Starlink 3292,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50175,S50175,Starlink 3291,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50176,S50176,Starlink 3293,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50177,S50177,Starlink 3282,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50178,S50178,Starlink 3284,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,2026-02-05
50179,S50179,Starlink 3283,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50180,S50180,Starlink 3265,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50181,S50181,Starlink 3285,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50182,S50182,Starlink 3277,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50183,S50183,Starlink 3281,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50184,S50184,Starlink 3280,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,2021-12-28
50185,S50185,Starlink 3279,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50186,S50186,Starlink 3274,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50187,S50187,Starlink 3272,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50188,S50188,Starlink 3275,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,2025-08-13
50189,S50189,Starlink 3276,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50190,S50190,Starlink 3268,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50191,S50191,Starlink 3273,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50192,S50192,Starlink 3259,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50193,S50193,Starlink 3261,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50194,S50194,Starlink 3269,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,2026-03-05
50195,S50195,Starlink 3266,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50196,S50196,Starlink 3263,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,2024-05-20
50197,S50197,Starlink 3267,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50198,S50198,Starlink 3264,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50199,S50199,Starlink 3270,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50200,S50200,Starlink 3235,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50201,S50201,Starlink 3255,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,2026-06-03
50202,S50202,Starlink 3256,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50203,S50203,Starlink 3257,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50204,S50204,Starlink 3254,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50205,S50205,Starlink 3260,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,
50206,S50206,Starlink 3258,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,2026-03-23
50207,S50207,Starlink 3262,Starlink,v1.5,inferred_mass,medium,290.0,270.0,9.0,0.3,2021-12-18,2026-02-25
50803,S50803,Starlink 3321,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2025-02-03
50804,S50804,Starlink 3323,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50805,S50805,Starlink 3333,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50806,S50806,Starlink 3335,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50807,S50807,Starlink 3353,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2024-05-24
50808,S50808,Starlink 3355,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50809,S50809,Starlink 3232,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50810,S50810,Starlink 3348,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2024-07-25
50811,S50811,Starlink 3347,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2024-12-26
50812,S50812,Starlink 3338,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50813,S50813,Starlink 3349,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50814,S50814,Starlink 3324,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50815,S50815,Starlink 3234,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50816,S50816,Starlink 3342,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50817,S50817,Starlink 3341,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50818,S50818,Starlink 3336,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50819,S50819,Starlink 3327,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50820,S50820,Starlink 3339,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50821,S50821,Starlink 3346,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50822,S50822,Starlink 3343,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50823,S50823,Starlink 3334,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50824,S50824,Starlink 3340,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2024-09-23
50825,S50825,Starlink 3332,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50826,S50826,Starlink 3337,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2024-09-05
50827,S50827,Starlink 3329,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50828,S50828,Starlink 3290,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50829,S50829,Starlink 3294,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50830,S50830,Starlink 3278,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50831,S50831,Starlink 3299,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50832,S50832,Starlink 3328,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50833,S50833,Starlink 3316,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2024-09-29
50834,S50834,Starlink 3331,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50835,S50835,Starlink 3310,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50836,S50836,Starlink 3330,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50837,S50837,Starlink 3318,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50838,S50838,Starlink 3322,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2025-12-06
50839,S50839,Starlink 3320,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50840,S50840,Starlink 3295,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50841,S50841,Starlink 3300,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50842,S50842,Starlink 3302,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50843,S50843,Starlink 3325,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2026-05-25
50844,S50844,Starlink 3326,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50845,S50845,Starlink 3230,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50846,S50846,Starlink 3308,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50847,S50847,Starlink 3319,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,2024-12-19
50848,S50848,Starlink 3315,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50849,S50849,Starlink 3311,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50850,S50850,Starlink 3312,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
50851,S50851,Starlink 3314,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-06,
51104,S51104,Starlink 3366,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51105,S51105,Starlink 3350,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51106,S51106,Starlink 3176,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51107,S51107,Starlink 3368,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,2024-12-25
51108,S51108,Starlink 3362,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51109,S51109,Starlink 3358,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51110,S51110,Starlink 3344,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51111,S51111,Starlink 3173,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51112,S51112,Starlink 3374,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51113,S51113,Starlink 3372,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51114,S51114,Starlink 3375,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51115,S51115,Starlink 3397,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51116,S51116,Starlink 3243,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51117,S51117,Starlink 3391,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51118,S51118,Starlink 3394,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51119,S51119,Starlink 3390,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,2024-07-26
51120,S51120,Starlink 3398,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51121,S51121,Starlink 3399,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51122,S51122,Starlink 3373,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,2024-07-04
51123,S51123,Starlink 3392,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51124,S51124,Starlink 3389,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51125,S51125,Starlink 3387,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51126,S51126,Starlink 3386,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51127,S51127,Starlink 3370,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51128,S51128,Starlink 3400,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51129,S51129,Starlink 3396,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51130,S51130,Starlink 3395,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51131,S51131,Starlink 3388,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51132,S51132,Starlink 3393,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51133,S51133,Starlink 3356,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51134,S51134,Starlink 3183,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,2025-11-16
51135,S51135,Starlink 3363,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51136,S51136,Starlink 3253,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51137,S51137,Starlink 3180,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51138,S51138,Starlink 3177,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51139,S51139,Starlink 3172,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51140,S51140,Starlink 3175,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51141,S51141,Starlink 3179,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51142,S51142,Starlink 3369,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51143,S51143,Starlink 3184,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51144,S51144,Starlink 3185,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51145,S51145,Starlink 3365,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,2024-12-29
51146,S51146,Starlink 3354,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51147,S51147,Starlink 3352,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51148,S51148,Starlink 3359,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51149,S51149,Starlink 3360,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51150,S51150,Starlink 3357,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51151,S51151,Starlink 3361,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,2025-11-11
51152,S51152,Starlink 3364,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-01-19,
51460,S51460,Starlink 3167,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,2024-12-24
51461,S51461,Starlink 3181,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,
51462,S51462,Starlink 3166,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,
51463,S51463,Starlink 3419,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,
51464,S51464,Starlink 3189,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,
51465,S51465,Starlink 3401,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,
51466,S51466,Starlink 3418,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,2022-02-09
51467,S51467,Starlink 3178,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,
51468,S51468,Starlink 3174,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,
51469,S51469,Starlink 3182,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,
51470,S51470,Starlink 3420,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,2022-02-12
51471,S51471,Starlink 3165,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,2023-10-17
51472,S51472,Starlink 3415,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-03,
51714,S51714,Starlink 3528,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51715,S51715,Starlink 3533,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51716,S51716,Starlink 3543,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51717,S51717,Starlink 3445,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51718,S51718,Starlink 3546,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51719,S51719,Starlink 3540,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51720,S51720,Starlink 3526,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51721,S51721,Starlink 3524,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51722,S51722,Starlink 3535,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51723,S51723,Starlink 3531,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,2024-06-08
51724,S51724,Starlink 3529,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51725,S51725,Starlink 3522,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51726,S51726,Starlink 3527,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51727,S51727,Starlink 3532,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51728,S51728,Starlink 3448,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,2025-04-14
51729,S51729,Starlink 3523,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51730,S51730,Starlink 3530,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,2024-12-27
51731,S51731,Starlink 3514,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51732,S51732,Starlink 3518,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51733,S51733,Starlink 3525,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51734,S51734,Starlink 3450,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51735,S51735,Starlink 3517,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51736,S51736,Starlink 3447,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51737,S51737,Starlink 3509,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51738,S51738,Starlink 3515,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51739,S51739,Starlink 3516,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51740,S51740,Starlink 3500,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51741,S51741,Starlink 3520,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51742,S51742,Starlink 3521,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51743,S51743,Starlink 3512,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51744,S51744,Starlink 3452,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51745,S51745,Starlink 3449,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51746,S51746,Starlink 3502,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51747,S51747,Starlink 3446,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51748,S51748,Starlink 3501,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51749,S51749,Starlink 3451,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51750,S51750,Starlink 3505,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51751,S51751,Starlink 3506,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51752,S51752,Starlink 3511,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51753,S51753,Starlink 3507,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51754,S51754,Starlink 3457,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51755,S51755,Starlink 3460,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51756,S51756,Starlink 3513,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51757,S51757,Starlink 3459,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51758,S51758,Starlink 3458,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51759,S51759,Starlink 3456,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-21,
51768,S51768,Starlink 3622,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51769,S51769,Starlink 3621,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51770,S51770,Starlink 3612,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51771,S51771,Starlink 3614,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51772,S51772,Starlink 3623,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51773,S51773,Starlink 3624,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51774,S51774,Starlink 3629,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51775,S51775,Starlink 3620,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51776,S51776,Starlink 3608,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51777,S51777,Starlink 3625,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51778,S51778,Starlink 3615,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51779,S51779,Starlink 3611,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51780,S51780,Starlink 3617,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51781,S51781,Starlink 3580,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51782,S51782,Starlink 3616,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51783,S51783,Starlink 3628,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51784,S51784,Starlink 3632,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51785,S51785,Starlink 3646,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51786,S51786,Starlink 3638,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51787,S51787,Starlink 3619,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51788,S51788,Starlink 3641,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51789,S51789,Starlink 3639,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51790,S51790,Starlink 3631,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51791,S51791,Starlink 3602,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51792,S51792,Starlink 3626,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51793,S51793,Starlink 3633,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,2026-06-21
51794,S51794,Starlink 3573,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,2026-07-20
51795,S51795,Starlink 3586,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51796,S51796,Starlink 3630,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,2024-08-29
51797,S51797,Starlink 3627,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,2024-07-22
51798,S51798,Starlink 3634,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51799,S51799,Starlink 3637,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,
51800,S51800,Starlink 3600,Starlink,v1.5,inferred_mass,medium,297.0,275.0,9.0,0.29455,2022-02-25,2023-12-15
